,DateTime,Temperature (Celcius),Total Precipitation,Public_Holiday,School_Holiday,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Spectacles,Wash_Item,Washer_No,Dryer_No,Times_Of_Day,Age_Group,Day,Total Customers,Rain_Condition
301,11/3/2015 23:54,31.87,0,No,No,malay,female,thin,55,no,nokids,big,Primary,casual,BW,short sleeve,BW,short,no,clothes,6,9,Night,50-59,Tuesday,41,None
302,11/3/2015 23:54,31.87,0,No,No,chinese,male,thin,40,no,nokids,big,BW,casual,BW,short sleeve,BW,short,no,clothes,5,7,Night,40-49,Tuesday,41,None
303,11/4/2015 1:21,31.87,0,No,No,indian,male,thin,37,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,blankets,6,9,Midnight,30-39,Wednesday,20,None
304,11/4/2015 1:35,31.87,0,No,No,foreigner ,male,thin,30,no,nokids,big,BW,casual,Others,short sleeve,BW,short,no,clothes,4,8,Midnight,30-39,Wednesday,20,None
305,11/4/2015 1:56,31.87,0,No,No,indian,male,moderate,45,no,nokids,small,Primary,casual,BW,short sleeve,Primary,long,no,clothes,6,10,Midnight,40-49,Wednesday,20,None
306,11/4/2015 2:39,31.87,0,No,No,foreigner ,female,fat,28,no,nokids,big,Primary,casual,Others,short sleeve,Primary,long,no,clothes,6,8,Midnight,20-29,Wednesday,20,None
307,11/4/2015 2:39,31.87,0,No,No,foreigner ,female,moderate,44,no,nokids,big,Primary,casual,Others,short sleeve,Others,long,no,clothes,4,9,Midnight,40-49,Wednesday,20,None
308,11/4/2015 3:59,31.87,0,No,No,indian,male,moderate,33,no,nokids,big,Secondary,casual,BW,short sleeve,BW,long,yes,clothes,5,10,Midnight,30-39,Wednesday,20,None
309,11/4/2015 5:40,31.87,0,No,No,malay,male,moderate,32,no,nokids,big,Primary,casual,BW,short sleeve,Others,short,no,blankets,5,9,Dawn,30-39,Wednesday,20,None
310,11/4/2015 7:25,31.87,0,No,No,malay,male,thin,37,no,nokids,small,BW,casual,BW,short sleeve,BW,long,no,clothes,4,9,Dawn,30-39,Wednesday,20,None
311,11/4/2015 7:51,31.87,0,No,No,malay,male,moderate,39,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,6,9,Dawn,40-49,Wednesday,20,None
312,11/4/2015 8:47,31.87,0,No,No,indian,male,moderate,35,no,nokids,big,Primary,formal,BW,short sleeve,Others,long,no,clothes,6,9,Morning,30-39,Wednesday,20,None
313,11/4/2015 9:12,31.87,0,No,No,indian,female,fat,36,no,nokids,big,Primary,traditional,Primary,short sleeve,BW,long,no,clothes,6,10,Morning,30-39,Wednesday,20,None
314,11/4/2015 9:51,31.87,0,No,No,malay,female,thin,40,yes,toddler,big,Primary,traditional,Others,long sleeve,Others,long,no,clothes,5,9,Morning,40-49,Wednesday,20,None
315,11/4/2015 10:00,31.87,0,No,No,malay,female,thin,48,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,6,8,Morning,40-49,Wednesday,20,None
316,11/4/2015 10:00,31.87,0,No,No,chinese,female,thin,51,no,nokids,big,Primary,casual,BW,short sleeve,Others,short,no,clothes,4,9,Morning,50-59,Wednesday,20,None
317,11/4/2015 10:01,31.87,0,No,No,malay,male,thin,28,yes,toddler,big,BW,casual,BW,short sleeve,BW,short,yes,clothes,3,7,Morning,20-29,Wednesday,20,None
318,11/4/2015 10:29,31.87,0,No,No,malay,male,thin,44,no,nokids,big,BW,formal,BW,short sleeve,BW,long,no,clothes,3,10,Morning,40-49,Wednesday,20,None
319,11/4/2015 11:41,31.87,0,No,No,indian,female,thin,34,no,nokids,big,Primary,casual,Secondary,short sleeve,BW,long,no,blankets,6,8,Morning,30-39,Wednesday,20,None
320,11/4/2015 11:58,31.87,0,No,No,indian,male,moderate,49,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,blankets,6,9,Morning,50-59,Wednesday,20,None
321,11/4/2015 12:06,31.87,0,No,No,indian,male,moderate,48,no,nokids,big,Primary,formal,Primary,short sleeve,BW,long,no,clothes,4,7,Afternoon,40-49,Wednesday,20,None
322,11/4/2015 12:07,31.87,0,No,No,indian,male,moderate,53,no,nokids,big,BW,casual,BW,short sleeve,BW,long,no,clothes,4,9,Afternoon,50-59,Wednesday,20,None
323,11/5/2015 15:26,30.8,0,No,No,indian,male,moderate,46,no,nokids,big,Primary,casual,Secondary,short sleeve,Primary,long,no,clothes,4,7,Afternoon,40-49,Thursday,4,None
324,11/5/2015 15:38,30.8,0,No,No,indian,male,fat,47,no,nokids,big,Primary,casual,Secondary,short sleeve,Others,long,no,clothes,5,9,Afternoon,40-49,Thursday,4,None
325,11/5/2015 15:47,30.8,0,No,No,malay,male,moderate,55,no,nokids,big,Primary,casual,Primary,short sleeve,Secondary,short,yes,clothes,6,7,Afternoon,50-59,Thursday,4,None
326,11/5/2015 15:52,30.8,0,No,No,malay,female,thin,37,no,nokids,big,Primary,casual,BW,long sleeve,Primary,long,no,clothes,5,10,Afternoon,30-39,Thursday,4,None
327,11/15/2015 6:29,30.8,0.03,No,No,chinese,male,thin,37,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,no,clothes,4,7,Dawn,30-39,Sunday,40,Light
328,11/15/2015 7:09,30.8,0.03,No,No,indian,male,moderate,31,no,nokids,big,Primary,casual,Secondary,short sleeve,Others,long,no,clothes,6,7,Dawn,30-39,Sunday,40,Light
329,11/15/2015 7:27,30.8,0.03,No,No,foreigner ,female,moderate,42,no,nokids,small,Primary,traditional,Primary,long sleeve,Primary,long,no,clothes,6,9,Dawn,40-49,Sunday,40,Light
330,11/15/2015 7:29,30.8,0.03,No,No,foreigner ,female,thin,46,no,nokids,big,Primary,traditional,Secondary,long sleeve,Secondary,long,no,clothes,5,10,Dawn,40-49,Sunday,40,Light
331,11/15/2015 8:00,30.8,0.03,No,No,malay,male,fat,50,yes,young,big,BW,traditional,BW,long sleeve,BW,long,no,clothes,3,7,Morning,50-59,Sunday,40,Light
332,11/15/2015 8:08,30.8,0.03,No,No,chinese,male,fat,51,yes,young,big,Primary,casual,Primary,short sleeve,Others,long,yes,blankets,4,9,Morning,50-59,Sunday,40,Light
333,11/15/2015 8:23,30.8,0.03,No,No,indian,male,thin,30,no,nokids,big,BW,casual,BW,short sleeve,Others,short,no,clothes,5,7,Morning,30-39,Sunday,40,Light
334,11/15/2015 8:23,30.8,0.03,No,No,malay,male,moderate,47,no,nokids,big,Others,casual,BW,short sleeve,Others,long,no,clothes,5,8,Morning,40-49,Sunday,40,Light
335,11/15/2015 8:39,30.8,0.03,No,No,foreigner ,male,moderate,33,no,nokids,big,Primary,casual,Primary,short sleeve,Others,long,no,clothes,6,7,Morning,30-39,Sunday,40,Light
336,11/15/2015 9:04,30.8,0.03,No,No,malay,female,moderate,29,yes,baby,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,4,8,Morning,30-39,Sunday,40,Light
337,11/15/2015 9:22,30.8,0.03,No,No,indian,female,thin,54,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,no,clothes,3,8,Morning,50-59,Sunday,40,Light
338,11/15/2015 9:23,30.8,0.03,No,No,indian,male,moderate,35,no,nokids,big,Secondary,casual,BW,short sleeve,BW,short,no,clothes,3,8,Morning,30-39,Sunday,40,Light
339,11/15/2015 9:38,30.8,0.03,No,No,malay,female,moderate,45,yes,toddler,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,5,9,Morning,40-49,Sunday,40,Light
340,11/15/2015 9:58,30.8,0.03,No,No,chinese,male,thin,53,no,nokids,big,BW,casual,BW,short sleeve,BW,long,no,clothes,4,10,Morning,50-59,Sunday,40,Light
341,11/15/2015 9:58,30.8,0.03,No,No,malay,female,thin,48,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,3,7,Morning,40-49,Sunday,40,Light
342,11/15/2015 10:26,30.8,0.03,No,No,indian,female,thin,36,no,nokids,big,Primary,formal,Primary,long sleeve,BW,long,no,blankets,3,7,Morning,30-39,Sunday,40,Light
343,11/15/2015 10:49,30.8,0.03,No,No,chinese,male,moderate,45,no,nokids,big,Primary,casual,Others,short sleeve,BW,short,no,clothes,4,9,Morning,40-49,Sunday,40,Light
344,11/15/2015 10:53,30.8,0.03,No,No,chinese,male,fat,41,no,nokids,big,Secondary,casual,Others,short sleeve,Others,short,yes,clothes,5,9,Morning,40-49,Sunday,40,Light
345,11/15/2015 10:58,30.8,0.03,No,No,malay,female,thin,54,yes,toddler,big,BW,casual,BW,long sleeve,BW,long,no,clothes,6,8,Morning,50-59,Sunday,40,Light
346,11/15/2015 10:58,30.8,0.03,No,No,indian,male,thin,35,no,nokids,big,Secondary,casual,Others,short sleeve,Others,long,yes,blankets,3,8,Morning,30-39,Sunday,40,Light
347,11/15/2015 11:25,30.8,0.03,No,No,indian,female,moderate,46,yes,young,big,Primary,casual,BW,short sleeve,Secondary,short,no,clothes,3,8,Morning,40-49,Sunday,40,Light
348,11/15/2015 11:28,30.8,0.03,No,No,indian,female,thin,53,yes,baby,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,4,8,Morning,50-59,Sunday,40,Light
349,11/15/2015 11:32,30.8,0.03,No,No,malay,female,fat,38,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,6,10,Morning,30-39,Sunday,40,Light
350,11/15/2015 11:59,30.8,0.03,No,No,indian,male,moderate,39,no,nokids,big,Primary,casual,Others,short sleeve,BW,short,yes,clothes,5,10,Morning,40-49,Sunday,40,Light
351,11/15/2015 12:00,30.8,0.03,No,No,malay,female,fat,32,yes,toddler,big,Primary,traditional,BW,long sleeve,BW,long,no,clothes,3,10,Afternoon,30-39,Sunday,40,Light
352,11/15/2015 12:19,30.8,0.03,No,No,chinese,male,moderate,37,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,6,9,Afternoon,30-39,Sunday,40,Light
353,11/15/2015 12:19,30.8,0.03,No,No,indian,male,moderate,53,no,nokids,big,Secondary,casual,BW,short sleeve,Others,short,no,blankets,5,8,Afternoon,50-59,Sunday,40,Light
354,11/15/2015 12:19,30.8,0.03,No,No,chinese,male,thin,53,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,no,clothes,5,7,Afternoon,50-59,Sunday,40,Light
355,11/15/2015 12:52,30.8,0.03,No,No,chinese,male,thin,48,yes,toddler,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,5,9,Afternoon,40-49,Sunday,40,Light
356,11/15/2015 13:11,30.8,0.03,No,No,malay,male,fat,50,yes,young,big,Primary,casual,Others,short sleeve,Primary,long,no,blankets,4,7,Afternoon,50-59,Sunday,40,Light
357,11/15/2015 13:37,30.8,0.03,No,No,indian,male,thin,53,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,no,clothes,4,10,Afternoon,50-59,Sunday,40,Light
358,11/15/2015 13:38,30.8,0.03,No,No,malay,female,fat,49,no,nokids,big,Primary,casual,Secondary,long sleeve,Secondary,long,no,clothes,3,10,Afternoon,50-59,Sunday,40,Light
359,11/15/2015 13:56,30.8,0.03,No,No,indian,male,thin,41,yes,young,big,Primary,formal,Primary,short sleeve,Others,long,no,clothes,6,10,Afternoon,40-49,Sunday,40,Light
360,11/15/2015 13:56,30.8,0.03,No,No,indian,male,moderate,30,no,nokids,big,Primary,casual,Secondary,short sleeve,Primary,long,yes,blankets,5,8,Afternoon,30-39,Sunday,40,Light
361,11/15/2015 14:20,30.8,0.03,No,No,chinese,female,thin,54,yes,baby,big,Primary,casual,Primary,short sleeve,BW,long,no,blankets,6,8,Afternoon,50-59,Sunday,40,Light
362,11/15/2015 14:37,30.8,0.03,No,No,malay,male,thin,50,yes,young,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,4,8,Afternoon,50-59,Sunday,40,Light
363,11/15/2015 14:49,30.8,0.03,No,No,indian,female,thin,35,no,nokids,big,Primary,casual,Primary,short sleeve,Primary,short,no,blankets,6,10,Afternoon,30-39,Sunday,40,Light
364,11/15/2015 14:49,30.8,0.03,No,No,indian,female,thin,46,no,nokids,big,Primary,casual,Primary,short sleeve,BW,short,no,clothes,4,10,Afternoon,40-49,Sunday,40,Light
365,11/15/2015 14:54,30.8,0.03,No,No,indian,male,thin,51,no,nokids,big,Primary,casual,BW,long sleeve,Others,long,no,clothes,3,7,Afternoon,50-59,Sunday,40,Light
366,11/15/2015 14:57,30.8,0.03,No,No,chinese,female,moderate,30,no,nokids,big,Primary,casual,BW,short sleeve,Others,long,no,blankets,3,7,Afternoon,30-39,Sunday,40,Light
367,11/23/2015 16:05,31.87,0,No,Yes,malay,female,moderate,40,yes,young,big,Secondary,casual,Others,short sleeve,Others,long,no,clothes,3,7,Evening,40-49,Monday,29,None
368,11/23/2015 16:09,31.87,0,No,Yes,malay,female,fat,42,yes,young,big,Secondary,casual,BW,short sleeve,BW,long,no,clothes,3,8,Evening,40-49,Monday,29,None
369,11/23/2015 16:35,31.87,0,No,Yes,malay,male,moderate,54,yes,toddler,big,Primary,casual,Primary,short sleeve,Primary,long,no,clothes,4,7,Evening,50-59,Monday,29,None
370,11/23/2015 17:17,31.87,0,No,Yes,malay,female,fat,54,yes,young,big,Primary,casual,Others,long sleeve,Primary,long,no,clothes,6,10,Evening,50-59,Monday,29,None
371,11/23/2015 17:34,31.87,0,No,Yes,indian,male,fat,48,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,4,7,Evening,40-49,Monday,29,None
372,11/23/2015 17:36,31.87,0,No,Yes,indian,male,moderate,46,no,nokids,big,Primary,casual,Primary,short sleeve,Primary,long,no,blankets,3,8,Evening,40-49,Monday,29,None
373,11/23/2015 17:48,31.87,0,No,Yes,chinese,male,fat,45,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,5,10,Evening,40-49,Monday,29,None
374,11/23/2015 17:48,31.87,0,No,Yes,malay,female,moderate,45,no,nokids,small,Primary,formal,Others,long sleeve,Primary,long,no,clothes,4,9,Evening,40-49,Monday,29,None
375,11/23/2015 19:14,31.87,0,No,Yes,foreigner ,female,thin,49,no,nokids,big,BW,traditional,BW,long sleeve,BW,long,no,clothes,4,8,Evening,50-59,Monday,29,None
376,11/23/2015 19:14,31.87,0,No,Yes,foreigner ,female,thin,36,no,nokids,big,Primary,traditional,BW,long sleeve,BW,long,no,clothes,5,9,Evening,30-39,Monday,29,None
377,11/23/2015 19:21,31.87,0,No,Yes,chinese,male,fat,32,no,nokids,big,Secondary,casual,BW,short sleeve,BW,short,yes,clothes,4,7,Evening,30-39,Monday,29,None
378,11/23/2015 20:06,31.87,0,No,Yes,indian,male,moderate,30,no,nokids,big,Secondary,casual,BW,short sleeve,Others,short,no,clothes,6,7,Night,30-39,Monday,29,None
379,11/23/2015 20:09,31.87,0,No,Yes,indian,male,fat,51,no,nokids,big,Primary,casual,Primary,short sleeve,Secondary,long,no,clothes,6,10,Night,50-59,Monday,29,None
380,11/23/2015 20:09,31.87,0,No,Yes,indian,male,thin,33,no,nokids,big,Primary,casual,Primary,short sleeve,Others,short,no,clothes,4,10,Night,30-39,Monday,29,None
381,11/23/2015 20:09,31.87,0,No,Yes,malay,female,moderate,28,no,nokids,big,BW,casual,Others,long sleeve,BW,long,no,clothes,3,7,Night,20-29,Monday,29,None
382,11/23/2015 20:11,31.87,0,No,Yes,chinese,male,thin,50,no,nokids,big,Secondary,casual,BW,short sleeve,Others,short,yes,clothes,5,9,Night,50-59,Monday,29,None
383,11/23/2015 20:43,31.87,0,No,Yes,indian,male,fat,53,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,4,10,Night,50-59,Monday,29,None
384,11/23/2015 20:47,31.87,0,No,Yes,foreigner ,male,fat,52,no,nokids,big,BW,casual,Secondary,short sleeve,Others,long,no,blankets,3,10,Night,50-59,Monday,29,None
385,11/23/2015 20:47,31.87,0,No,Yes,malay,female,thin,33,no,nokids,big,Primary,traditional,Secondary,long sleeve,Secondary,long,yes,clothes,4,8,Night,30-39,Monday,29,None
386,11/23/2015 20:47,31.87,0,No,Yes,malay,female,thin,45,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,6,7,Night,40-49,Monday,29,None
387,11/23/2015 20:51,31.87,0,No,Yes,chinese,male,thin,33,yes,young,big,Primary,casual,BW,short sleeve,Primary,short,yes,clothes,3,8,Night,30-39,Monday,29,None
388,11/23/2015 22:16,31.87,0,No,Yes,indian,male,moderate,47,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,blankets,4,8,Night,40-49,Monday,29,None
389,11/23/2015 22:52,31.87,0,No,Yes,chinese,male,thin,31,no,nokids,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,5,7,Night,30-39,Monday,29,None
390,11/23/2015 22:56,31.87,0,No,Yes,indian,male,fat,44,no,nokids,big,Primary,casual,Others,short sleeve,Primary,long,no,clothes,5,8,Night,40-49,Monday,29,None
391,11/23/2015 22:56,31.87,0,No,Yes,foreigner ,female,fat,36,no,nokids,big,Primary,casual,Others,short sleeve,Primary,long,no,clothes,6,10,Night,30-39,Monday,29,None
392,11/23/2015 23:05,31.87,0,No,Yes,indian,male,fat,50,no,nokids,big,Others,casual,Secondary,short sleeve,BW,short,no,blankets,6,8,Night,50-59,Monday,29,None
393,11/23/2015 23:22,31.87,0,No,Yes,indian,male,thin,53,no,nokids,big,Primary,casual,Primary,short sleeve,Primary,short,no,clothes,5,7,Night,50-59,Monday,29,None
394,11/23/2015 23:22,31.87,0,No,Yes,indian,male,moderate,33,no,nokids,big,BW,casual,Secondary,short sleeve,BW,long,yes,clothes,3,7,Night,30-39,Monday,29,None
395,11/23/2015 23:29,31.87,0,No,Yes,chinese,male,fat,45,no,nokids,big,Primary,casual,Others,short sleeve,Primary,long,no,clothes,3,9,Night,40-49,Monday,29,None
396,11/24/2015 7:38,31.87,0,No,Yes,chinese,male,thin,50,yes,young,big,Primary,formal,BW,long sleeve,BW,long,yes,blankets,5,7,Dawn,50-59,Tuesday,18,None
397,11/24/2015 9:07,31.87,0,No,Yes,foreigner ,female,fat,36,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,4,8,Morning,30-39,Tuesday,18,None
398,11/24/2015 10:49,31.87,0,No,Yes,indian,male,moderate,49,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,6,10,Morning,50-59,Tuesday,18,None
399,11/24/2015 10:49,31.87,0,No,Yes,chinese,male,fat,55,no,nokids,big,BW,casual,Secondary,long sleeve,BW,short,no,clothes,4,10,Morning,50-59,Tuesday,18,None
400,11/24/2015 11:20,31.87,0,No,Yes,indian,male,fat,44,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,blankets,4,8,Morning,40-49,Tuesday,18,None
401,11/24/2015 11:26,31.87,0,No,Yes,indian,female,fat,45,no,nokids,big,Others,traditional,BW,short sleeve,BW,long,no,clothes,4,10,Morning,40-49,Tuesday,18,None
402,11/24/2015 12:25,31.87,0,No,Yes,chinese,female,fat,37,no,nokids,big,Primary,casual,Primary,short sleeve,Secondary,long,no,clothes,4,9,Afternoon,30-39,Tuesday,18,None
403,11/24/2015 12:49,31.87,0,No,Yes,indian,male,fat,55,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,no,blankets,5,10,Afternoon,50-59,Tuesday,18,None
404,11/24/2015 14:40,31.87,0,No,Yes,indian,male,thin,54,no,nokids,big,Secondary,casual,BW,short sleeve,BW,long,no,clothes,4,8,Afternoon,50-59,Tuesday,18,None
405,11/24/2015 16:03,31.87,0,No,Yes,indian,male,moderate,30,no,nokids,big,BW,formal,BW,short sleeve,BW,long,yes,clothes,4,9,Evening,30-39,Tuesday,18,None
406,11/24/2015 16:45,31.87,0,No,Yes,foreigner ,male,moderate,54,no,nokids,big,BW,casual,Secondary,short sleeve,BW,long,no,clothes,4,9,Evening,50-59,Tuesday,18,None
407,11/24/2015 20:13,31.87,0,No,Yes,indian,male,thin,40,no,nokids,big,Primary,casual,Others,short sleeve,BW,long,no,clothes,5,8,Night,40-49,Tuesday,18,None
408,11/24/2015 20:13,31.87,0,No,Yes,indian,male,fat,34,no,nokids,big,Secondary,casual,Secondary,short sleeve,Others,long,no,clothes,5,7,Night,30-39,Tuesday,18,None
409,11/24/2015 20:44,31.87,0,No,Yes,chinese,male,fat,35,no,nokids,big,BW,formal,BW,long sleeve,BW,long,yes,clothes,5,9,Night,30-39,Tuesday,18,None
410,11/24/2015 21:30,31.87,0,No,Yes,indian,male,moderate,52,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,yes,clothes,3,10,Night,50-59,Tuesday,18,None
411,11/24/2015 22:08,31.87,0,No,Yes,indian,male,moderate,39,yes,baby,big,Secondary,casual,Secondary,short sleeve,BW,long,no,clothes,6,9,Night,40-49,Tuesday,18,None
412,11/24/2015 22:35,31.87,0,No,Yes,indian,female,moderate,43,no,nokids,big,Primary,casual,Primary,short sleeve,Primary,short,no,clothes,5,9,Night,40-49,Tuesday,18,None
413,11/24/2015 22:35,31.87,0,No,Yes,indian,female,moderate,44,no,nokids,big,Primary,formal,Secondary,short sleeve,BW,long,no,clothes,4,8,Night,40-49,Tuesday,18,None
414,11/25/2015 14:11,31.87,0,No,Yes,indian,female,thin,40,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,blankets,3,7,Afternoon,40-49,Wednesday,20,None
415,11/25/2015 14:11,31.87,0,No,Yes,chinese,male,fat,52,no,nokids,big,BW,casual,Others,short sleeve,BW,short,no,clothes,4,7,Afternoon,50-59,Wednesday,20,None
416,11/25/2015 15:27,31.87,0,No,Yes,indian,female,fat,39,no,nokids,big,Primary,casual,Primary,short sleeve,BW,short,no,clothes,4,9,Afternoon,40-49,Wednesday,20,None
417,11/25/2015 16:35,31.87,0,No,Yes,indian,female,thin,53,no,nokids,big,BW,casual,BW,short sleeve,Others,short,no,clothes,6,10,Evening,50-59,Wednesday,20,None
418,11/25/2015 16:35,31.87,0,No,Yes,indian,male,fat,31,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,5,9,Evening,30-39,Wednesday,20,None
419,11/25/2015 16:35,31.87,0,No,Yes,indian,male,moderate,32,no,nokids,big,Primary,casual,BW,short sleeve,BW,short,no,clothes,4,8,Evening,30-39,Wednesday,20,None
420,11/25/2015 17:08,31.87,0,No,Yes,foreigner ,male,thin,53,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,5,10,Evening,50-59,Wednesday,20,None
421,11/25/2015 17:08,31.87,0,No,Yes,chinese,female,thin,41,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,5,7,Evening,40-49,Wednesday,20,None
422,11/25/2015 18:07,31.87,0,No,Yes,foreigner ,female,thin,41,no,nokids,big,Primary,casual,Primary,short sleeve,Secondary,long,no,clothes,4,8,Evening,40-49,Wednesday,20,None
423,11/25/2015 21:25,31.87,0,No,Yes,chinese,male,thin,36,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,no,clothes,6,10,Night,30-39,Wednesday,20,None
424,11/25/2015 21:25,31.87,0,No,Yes,chinese,male,thin,49,no,nokids,big,Primary,casual,Primary,short sleeve,BW,short,no,blankets,5,8,Night,50-59,Wednesday,20,None
425,11/25/2015 21:58,31.87,0,No,Yes,indian,female,moderate,50,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,yes,clothes,3,9,Night,50-59,Wednesday,20,None
426,11/25/2015 21:58,31.87,0,No,Yes,indian,female,fat,32,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,no,clothes,5,8,Night,30-39,Wednesday,20,None
427,11/25/2015 21:59,31.87,0,No,Yes,chinese,female,moderate,53,no,nokids,big,Primary,casual,BW,short sleeve,Primary,short,no,clothes,6,10,Night,50-59,Wednesday,20,None
428,11/25/2015 22:30,31.87,0,No,Yes,indian,male,fat,40,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,6,10,Night,40-49,Wednesday,20,None
429,11/25/2015 22:30,31.87,0,No,Yes,chinese,male,thin,49,no,nokids,big,Primary,casual,Primary,short sleeve,BW,short,no,clothes,3,7,Night,50-59,Wednesday,20,None
430,11/25/2015 22:33,31.87,0,No,Yes,foreigner ,female,thin,47,no,nokids,big,Primary,casual,BW,long sleeve,BW,long,no,clothes,6,8,Night,40-49,Wednesday,20,None
431,11/25/2015 22:33,31.87,0,No,Yes,chinese,female,moderate,37,yes,young,big,BW,casual,Secondary,short sleeve,Others,short,no,clothes,5,7,Night,30-39,Wednesday,20,None
432,11/25/2015 22:41,31.87,0,No,Yes,indian,female,fat,49,yes,young,big,Primary,casual,BW,short sleeve,Primary,long,no,clothes,5,7,Night,50-59,Wednesday,20,None
433,11/25/2015 23:00,31.87,0,No,Yes,chinese,male,thin,44,no,nokids,big,BW,casual,Others,short sleeve,BW,long,no,clothes,6,9,Night,40-49,Wednesday,20,None
434,11/26/2015 1:15,30.8,0.03,No,Yes,foreigner ,female,moderate,43,no,nokids,big,Primary,casual,BW,short sleeve,Secondary,short,no,clothes,4,7,Midnight,40-49,Thursday,22,Light
435,11/26/2015 1:15,30.8,0.03,No,Yes,foreigner ,female,thin,47,no,nokids,big,Primary,casual,Others,short sleeve,Others,long,no,clothes,5,9,Midnight,40-49,Thursday,22,Light
436,11/26/2015 1:41,30.8,0.03,No,Yes,indian,female,thin,45,no,nokids,big,Primary,casual,BW,short sleeve,BW,long,no,clothes,6,10,Midnight,40-49,Thursday,22,Light
437,11/26/2015 3:53,30.8,0.03,No,Yes,chinese,male,thin,51,no,nokids,big,Secondary,casual,Secondary,short sleeve,BW,long,no,clothes,4,9,Midnight,50-59,Thursday,22,Light
438,11/26/2015 7:19,30.8,0.03,No,Yes,foreigner ,male,moderate,48,no,nokids,small,BW,casual,BW,short sleeve,Secondary,long,no,clothes,5,10,Dawn,40-49,Thursday,22,Light
439,11/26/2015 9:05,30.8,0.03,No,Yes,indian,male,fat,37,no,nokids,big,Primary,casual,Others,short sleeve,BW,long,yes,clothes,4,8,Morning,30-39,Thursday,22,Light
440,11/26/2015 9:05,30.8,0.03,No,Yes,foreigner ,male,moderate,33,no,nokids,big,BW,casual,BW,short sleeve,Others,long,no,clothes,6,8,Morning,30-39,Thursday,22,Light
441,11/26/2015 10:37,30.8,0.03,No,Yes,indian,male,moderate,46,no,nokids,big,BW,casual,BW,short sleeve,Others,short,no,clothes,5,8,Morning,40-49,Thursday,22,Light
442,11/26/2015 10:37,30.8,0.03,No,Yes,chinese,male,thin,28,no,nokids,big,BW,casual,Secondary,short sleeve,BW,long,no,clothes,5,8,Morning,20-29,Thursday,22,Light
443,11/26/2015 12:28,30.8,0.03,No,Yes,indian,male,moderate,40,yes,young,big,Secondary,casual,BW,short sleeve,BW,long,no,clothes,6,7,Afternoon,40-49,Thursday,22,Light
444,11/26/2015 16:46,30.8,0.03,No,Yes,indian,female,fat,35,no,nokids,big,Primary,casual,Others,short sleeve,BW,short,no,clothes,4,10,Evening,30-39,Thursday,22,Light
445,11/26/2015 18:07,30.8,0.03,No,Yes,foreigner ,male,moderate,36,no,nokids,big,Primary,casual,BW,short sleeve,BW,short,no,clothes,5,7,Evening,30-39,Thursday,22,Light
446,11/26/2015 19:08,30.8,0.03,No,Yes,indian,male,fat,41,no,nokids,big,Primary,casual,Secondary,short sleeve,BW,long,no,blankets,4,7,Evening,40-49,Thursday,22,Light
447,11/26/2015 19:09,30.8,0.03,No,Yes,indian,female,moderate,34,no,nokids,big,Primary,casual,Primary,short sleeve,BW,long,no,clothes,3,7,Evening,30-39,Thursday,22,Light
